"time", "liberal percentage", "conservative percentage", "liberal positive", "liberal negative", "conservative positive", "conservative negative"
"22:21:40", "72.259232", "27.740768", "31052.000000", "-6018.000000", "7932.000000", "-5285.000000"
"22:22:11", "73.944631", "26.055369", "32011.000000", "-5894.000000", "7734.000000", "-6665.000000"
"22:22:41", "67.379592", "32.620408", "27799.000000", "-3707.000000", "12216.000000", "-5091.000000"
"22:23:11", "67.261295", "32.738705", "26505.000000", "-2508.000000", "13477.000000", "-6336.000000"
"22:23:41", "99.075213", "0.924787", "1078449.000000", "-1357.000000", "8744.000000", "-3702.000000"
"22:24:11", "98.888372", "1.111628", "1081433.000000", "-2163.000000", "10017.000000", "-2077.000000"
"22:24:41", "99.188214", "0.811786", "1076546.000000", "-2553.000000", "6273.000000", "-1861.000000"
"22:25:11", "98.769097", "1.230903", "1078976.000000", "-2586.000000", "10895.000000", "-2755.000000"
"22:25:41", "61.044766", "38.955234", "23923.000000", "-1356.000000", "15639.000000", "-2709.000000"
"22:26:11", "58.983750", "41.016250", "21986.000000", "-315.000000", "17379.000000", "-3459.000000"
"22:26:41", "94.222365", "5.777635", "19155.000000", "-707.000000", "16968.000000", "-269091.000000"
"22:27:11", "92.922772", "7.077228", "10291.000000", "-1885.000000", "19228.000000", "-266919.000000"
"22:27:41", "98.240802", "1.759198", "12025.000000", "-1906.000000", "13544.000000", "-850766.000000"
"22:28:11", "98.878417", "1.121583", "5126.000000", "-7229.000000", "6071.000000", "-1167398.000000"
"22:28:41", "98.225472", "1.774528", "56228.000000", "-11992.000000", "5356.000000", "-904036.000000"
"22:29:11", "98.304722", "1.695278", "58124.000000", "-11179.000000", "5446.000000", "-905916.000000"
"22:29:42", "95.668063", "4.331937", "60510.000000", "-12039.000000", "5350.000000", "-323515.000000"
"22:30:12", "95.502976", "4.497024", "65525.000000", "-12759.000000", "5563.000000", "-323578.000000"
"22:30:42", "59.607864", "40.392136", "15774.000000", "-6134.000000", "8843.000000", "-6328.000000"
"22:31:12", "31.298102", "68.701898", "4313.000000", "-6192.000000", "4520.000000", "-567.000000"
"22:31:43", "33.341635", "66.658365", "4221.000000", "-5469.000000", "5237.000000", "-1134.000000"
"22:32:13", "1.683816", "98.316184", "4114.000000", "-8709.000000", "271441.000000", "-684.000000"
"22:32:46", "0.569629", "99.430371", "4784.000000", "-426231.000000", "891818.000000", "-2767.000000"
"22:33:16", "9.040444", "90.959556", "126958.000000", "-428249.000000", "892924.000000", "-4353.000000"
"22:33:46", "9.822464", "90.177536", "134818.000000", "-428249.000000", "893916.000000", "-9197.000000"
"22:34:16", "11.510441", "88.489559", "166350.000000", "-428386.000000", "919356.000000", "-8960.000000"
"22:34:46", "25.715196", "74.284804", "219690.000000", "-6614.000000", "653561.000000", "-8843.000000"
"22:35:16", "72.864229", "27.135771", "220412.000000", "-35291.000000", "50429.000000", "-9761.000000"
"22:35:47", "47.659267", "52.340733", "101177.000000", "-34106.000000", "85994.000000", "-8181.000000"
"22:36:17", "60.089010", "39.910990", "132570.000000", "-35743.000000", "58239.000000", "-8927.000000"
"22:36:47", "52.416030", "47.583970", "132417.000000", "-70415.000000", "57938.000000", "-8970.000000"
"22:37:17", "38.178103", "61.821897", "77537.000000", "-79659.000000", "60422.000000", "-8970.000000"
"22:37:48", "54.505887", "45.494113", "107752.000000", "-54220.000000", "41107.000000", "-6458.000000"
"22:38:19", "15.670776", "84.329224", "108346.000000", "-605700.000000", "12359.000000", "-6507.000000"
"22:38:50", "12.932115", "87.067885", "86358.000000", "-570422.000000", "14662.000000", "-544.000000"
