"time", "liberal percentage", "conservative percentage", "liberal positive", "liberal negative", "conservative positive", "conservative negative"
"17:59:28", "68.078456", "31.921544", "85200.000000", "-30171.000000", "11704.000000", "-4106.000000"
"17:59:38", "68.146822", "31.853178", "11204.000000", "-3371.000000", "1966.000000", "-214.000000"
"17:59:48", "97.775058", "2.224942", "8012.000000", "-200.000000", "0.000000", "-777.000000"
"17:59:58", "77.290958", "22.709042", "14964.000000", "-5624.000000", "321.000000", "-5270.000000"
"18:00:08", "28.400469", "71.599531", "38119.000000", "-85717.000000", "11387.000000", "-398.000000"
"18:00:18", "22.185873", "77.814127", "24468.000000", "-86106.000000", "0.000000", "-82.000000"
"18:00:28", "17.259201", "82.740799", "2971.000000", "-12883.000000", "2966.000000", "-335.000000"
"18:00:38", "44.788608", "55.211392", "4635.000000", "-10103.000000", "3622.000000", "-6499.000000"
"18:00:48", "13.584042", "86.415958", "8584.000000", "-91580.000000", "911.000000", "-5955.000000"
"18:00:58", "89.567933", "10.432067", "19993.000000", "-2639.000000", "0.000000", "-2665.000000"
"18:01:08", "80.976558", "19.023442", "34216.000000", "-5293.000000", "3512.000000", "-3264.000000"
"18:01:18", "9.247427", "90.752573", "10389.000000", "-107709.000000", "2510.000000", "-842.000000"
