"time", "liberal percentage", "conservative percentage", "liberal positive", "liberal negative", "conservative positive", "conservative negative"
"11:37:38", "99.204630", "0.795370", "446647.000000", "-1638.000000", "2019.000000", "-9482.000000"
"11:38:09", "68.488055", "31.511945", "84455.000000", "-141753.000000", "3870.000000", "-232042.000000"
"11:38:39", "65.082051", "34.917949", "80540.000000", "-271839.000000", "17268.000000", "-458314.000000"
"11:39:09", "63.675862", "36.324138", "52535.000000", "-274773.000000", "16665.000000", "-458353.000000"
"11:39:39", "76.419536", "23.580464", "74512.000000", "-147736.000000", "14740.000000", "-452040.000000"
"11:40:09", "90.695557", "9.304443", "72657.000000", "-16431.000000", "14740.000000", "-231184.000000"
"11:40:39", "94.589116", "5.410884", "61381.000000", "-14436.000000", "2675.000000", "-237741.000000"
"11:41:09", "97.326069", "2.673931", "5453.000000", "-4412.000000", "2302.000000", "-238924.000000"
"11:41:39", "97.338754", "2.661246", "3633.000000", "-4257.000000", "2263.000000", "-234845.000000"
"11:42:09", "96.741676", "3.258324", "5795.000000", "-6943.000000", "792.000000", "-223862.000000"
"11:42:39", "95.742403", "4.257597", "6255.000000", "-7207.000000", "2973.000000", "-222667.000000"
"11:43:09", "78.038823", "21.961177", "7109.000000", "-8934.000000", "55723.000000", "-222649.000000"
"11:43:39", "77.528007", "22.471993", "7389.000000", "-6990.000000", "59688.000000", "-222649.000000"
"11:44:09", "76.952343", "23.047657", "23004.000000", "-10650.000000", "64165.000000", "-226791.000000"
"11:44:39", "89.355619", "10.644381", "21997.000000", "-12977.000000", "16656.000000", "-226761.000000"
"11:45:09", "91.408302", "8.591698", "46802.000000", "-11318.000000", "14490.000000", "-227773.000000"
"11:45:39", "82.237830", "17.762170", "82083.000000", "-8538.000000", "10024.000000", "-3858.000000"
"11:46:09", "75.102989", "24.897011", "84644.000000", "-16538.000000", "12834.000000", "-3958.000000"
"11:46:39", "72.189051", "27.810949", "64374.000000", "-14402.000000", "11542.000000", "-2969.000000"
"11:47:09", "89.207558", "10.792442", "229303.000000", "-14378.000000", "13649.000000", "-2361.000000"
"11:47:39", "93.706858", "6.293142", "235349.000000", "-2649.000000", "13734.000000", "-8599.000000"
"11:50:17", "24.120895", "75.879105", "9937.000000", "-26797.000000", "31875.000000", "-8714.000000"
"11:50:48", "21.802927", "78.197073", "8926.000000", "-24076.000000", "37903.000000", "-8355.000000"
"11:51:18", "30.383693", "69.616307", "17886.000000", "-16632.000000", "41428.000000", "-7454.000000"
"11:51:49", "94.087598", "5.912402", "29115.000000", "-1210.000000", "16892.000000", "-258953.000000"
"11:52:19", "97.061860", "2.938140", "84562.000000", "-981.000000", "9436.000000", "-259565.000000"
"11:52:49", "96.045544", "3.954456", "78538.000000", "-5256.000000", "10081.000000", "-293966.000000"
"11:53:19", "85.649698", "14.350302", "63870.000000", "-11786.000000", "10591.000000", "-69687.000000"
"11:53:49", "74.086304", "25.913696", "9086.000000", "-13339.000000", "14207.000000", "-69667.000000"
"11:54:19", "90.094872", "9.905128", "5168.000000", "-11078.000000", "14209.000000", "-224837.000000"
"11:54:49", "76.064162", "23.935838", "3980.000000", "-62197.000000", "9802.000000", "-224821.000000"
"11:55:19", "91.567101", "8.432899", "569636.000000", "-61901.000000", "11404.000000", "-226333.000000"
"11:55:49", "96.796749", "3.203251", "570916.000000", "-3657.000000", "15387.000000", "-4561.000000"
"11:56:20", "95.799522", "4.200478", "574809.000000", "-4766.000000", "20686.000000", "-5670.000000"
"11:56:50", "99.686252", "0.313748", "10220668.000000", "-4467.000000", "27718.000000", "-5374.000000"
"11:57:20", "99.708949", "0.291051", "10221018.000000", "-1599.000000", "28252.000000", "-5409.000000"
"11:57:50", "99.657211", "0.342789", "10290039.000000", "-1863.000000", "33547.000000", "-4513.000000"
"11:58:20", "99.747786", "0.252214", "8683243.000000", "-1828.000000", "20136.000000", "-3277.000000"
"11:58:51", "91.144925", "8.855075", "75677.000000", "-2731.000000", "26512.000000", "-225320.000000"
"11:59:21", "91.628086", "8.371914", "3547.000000", "-2779.000000", "18541.000000", "-229794.000000"
"11:59:52", "91.884859", "8.115141", "20989.000000", "-8247.000000", "13864.000000", "-229366.000000"
"12:00:22", "93.607150", "6.392850", "122149.000000", "-7214.000000", "1577.000000", "-6573.000000"
"12:00:52", "89.881235", "10.118765", "124382.000000", "-7044.000000", "7687.000000", "-6468.000000"
"12:01:22", "97.432307", "2.567693", "11308.000000", "-3113.000000", "8568.000000", "-431933.000000"
"12:01:53", "94.568297", "5.431703", "11871.000000", "-4092.000000", "21308.000000", "-430354.000000"
"12:02:23", "42.804307", "57.195693", "15233.000000", "-4990.000000", "17743.000000", "-1780.000000"
"12:02:53", "71.944844", "28.055156", "46458.000000", "-5697.000000", "12818.000000", "-1022.000000"
"12:03:23", "92.883034", "7.116966", "44072.000000", "-11557.000000", "9255.000000", "-227544.000000"
"12:03:53", "60.664091", "39.335909", "47347.000000", "-12921.000000", "165026.000000", "-227084.000000"
"12:04:23", "57.896429", "42.103571", "19323.000000", "-15745.000000", "163716.000000", "-227453.000000"
"12:04:53", "43.218218", "56.781782", "118237.000000", "-8929.000000", "166705.000000", "-15443.000000"
"12:05:25", "73.558486", "26.441514", "123453.000000", "-9643.000000", "40190.000000", "-15179.000000"
"12:05:55", "44.137638", "55.862362", "119741.000000", "-14574.000000", "165662.000000", "-22666.000000"
"12:06:25", "20.156096", "79.843904", "20481.000000", "-13351.000000", "162914.000000", "-24016.000000"
"12:06:56", "18.423967", "81.576033", "14830.000000", "-7319.000000", "133376.000000", "-16946.000000"
"12:07:26", "68.523296", "31.476704", "24825.000000", "-8836.000000", "7756.000000", "-11295.000000"
"12:07:56", "95.330303", "4.669697", "23796.000000", "-8195.000000", "4268.000000", "-230632.000000"
"12:08:27", "85.873979", "14.126021", "23205.000000", "-37328.000000", "4525.000000", "-231225.000000"
"12:08:58", "85.070064", "14.929936", "10806.000000", "-35554.000000", "6979.000000", "-231545.000000"
"12:09:28", "26.943551", "73.056449", "11768.000000", "-37660.000000", "11610.000000", "-6403.000000"
"12:09:58", "51.220871", "48.779129", "23422.000000", "-9805.000000", "17344.000000", "-5086.000000"
"12:10:28", "50.551528", "49.448472", "18314.000000", "-11744.000000", "13629.000000", "-7625.000000"
"12:10:58", "53.192006", "46.807994", "14648.000000", "-8326.000000", "9007.000000", "-5049.000000"
"12:11:28", "67.974257", "32.025743", "7339.000000", "-5761.000000", "2599.000000", "-10405.000000"
"12:11:58", "64.536092", "35.463908", "8427.000000", "-3827.000000", "4024.000000", "-5860.000000"
"12:12:28", "57.235772", "42.764228", "14629.000000", "-7239.000000", "8015.000000", "-5787.000000"
"12:12:58", "99.578429", "0.421571", "8627965.000000", "-7764.000000", "28773.000000", "-2369.000000"
"12:13:28", "99.608621", "0.391379", "8625927.000000", "-8887.000000", "25012.000000", "-1604.000000"
"12:13:58", "99.644304", "0.355696", "8659724.000000", "-6725.000000", "24193.000000", "-1604.000000"
"12:14:28", "68.854480", "31.145520", "41087.000000", "-7132.000000", "11816.000000", "-802.000000"
"12:14:58", "76.166366", "23.833634", "40841.000000", "-8936.000000", "4009.000000", "-528.000000"
"12:15:28", "94.050635", "5.949365", "11206.000000", "-7669.000000", "7502.000000", "-228625.000000"
"12:15:58", "95.367785", "4.632215", "16304.000000", "-6454.000000", "5508.000000", "-229969.000000"
"12:16:28", "96.313527", "3.686473", "15050.000000", "-1634.000000", "7740.000000", "-229857.000000"
"12:16:58", "73.253421", "26.746579", "11156.000000", "-1338.000000", "3861.000000", "-3083.000000"
"12:17:28", "3.456109", "96.543891", "9017.000000", "-282419.000000", "14662.000000", "-1618.000000"
"12:17:59", "3.550049", "96.449951", "8224.000000", "-282224.000000", "22934.000000", "-3008.000000"
"12:18:29", "10.405198", "89.594802", "33643.000000", "-282900.000000", "21131.000000", "-1666.000000"
"12:18:59", "14.402913", "85.597087", "48087.000000", "-284728.000000", "11901.000000", "-1825.000000"
"12:19:29", "91.369181", "8.630819", "64206.000000", "-3933.000000", "2619.000000", "-5156.000000"
"12:19:59", "99.811098", "0.188902", "8677039.000000", "-9054.000000", "7382.000000", "-7332.000000"
"12:20:29", "99.819270", "0.180730", "8634157.000000", "-8913.000000", "6770.000000", "-27727.000000"
"12:20:59", "99.799184", "0.200816", "8676454.000000", "-6649.000000", "10859.000000", "-24477.000000"
"12:21:29", "87.399170", "12.600830", "67241.000000", "-6361.000000", "6511.000000", "-22039.000000"
"12:21:59", "81.335643", "18.664357", "78024.000000", "-12659.000000", "5552.000000", "-1336.000000"
"12:22:29", "61.928307", "38.071693", "29756.000000", "-16411.000000", "2993.000000", "-1807.000000"
"12:22:59", "58.672377", "41.327623", "30525.000000", "-17717.000000", "5057.000000", "-1807.000000"
"12:23:29", "72.685968", "27.314032", "27409.000000", "-5837.000000", "4984.000000", "-1387.000000"
"12:24:00", "56.426101", "43.573899", "17893.000000", "-5775.000000", "9597.000000", "-2013.000000"
"12:24:30", "61.816614", "38.183386", "11305.000000", "-1993.000000", "5536.000000", "-884.000000"
"12:25:00", "13.478921", "86.521079", "3291.000000", "-3904.000000", "18877.000000", "-258.000000"
"12:25:30", "33.761889", "66.238111", "2836.000000", "-390.000000", "20991.000000", "-8062.000000"
"12:26:00", "57.425820", "42.574180", "6487.000000", "-533.000000", "10300.000000", "-8125.000000"
"12:28:32", "70.827954", "29.172046", "45268.000000", "-2809.000000", "17979.000000", "-5204.000000"
"12:29:02", "93.506675", "6.493325", "98061.000000", "-3586.000000", "3399.000000", "-2526.000000"
"12:29:32", "88.927615", "11.072385", "64869.000000", "-4788.000000", "4266.000000", "-7848.000000"
"12:30:02", "93.384675", "6.615325", "70810.000000", "-3747.000000", "1845.000000", "-8129.000000"
"12:30:32", "89.282718", "10.717282", "63069.000000", "-8028.000000", "1297.000000", "-14615.000000"
"12:31:03", "10.252593", "89.747407", "15271.000000", "-203752.000000", "3000.000000", "-8348.000000"
"12:31:33", "9.853221", "90.146779", "8604.000000", "-202975.000000", "3508.000000", "-13965.000000"
"12:32:03", "9.369528", "90.630472", "9191.000000", "-200647.000000", "7949.000000", "-12374.000000"
"12:32:33", "83.532623", "16.467377", "30331.000000", "-1780.000000", "6607.000000", "-12213.000000"
"12:33:03", "97.886498", "2.113502", "763496.000000", "-1841.000000", "14800.000000", "-7229.000000"
"12:33:37", "99.805627", "0.194373", "7657839.000000", "-2429.000000", "12490.000000", "-2672.000000"
"12:34:07", "98.267602", "1.732398", "7518593.000000", "-119703.000000", "12942.000000", "-5488.000000"
"12:34:37", "98.071014", "1.928986", "12334328.000000", "-233115.000000", "9605.000000", "-5728.000000"
"12:35:07", "95.747069", "4.252931", "5541909.000000", "-233331.000000", "13124.000000", "-6581.000000"
"12:35:37", "97.636886", "2.363114", "5522969.000000", "-118500.000000", "15227.000000", "-2236.000000"
"12:36:07", "90.305499", "9.694501", "142538.000000", "-4179.000000", "11218.000000", "-887.000000"
"12:36:37", "76.606446", "23.393554", "56229.000000", "-4399.000000", "12810.000000", "-125.000000"
"12:37:07", "69.880741", "30.119259", "60687.000000", "-3730.000000", "22687.000000", "-604.000000"
"12:37:37", "75.922988", "24.077012", "83155.000000", "-5824.000000", "20738.000000", "-604.000000"
"12:38:07", "93.062577", "6.937423", "78010.000000", "-9746.000000", "19554.000000", "-315037.000000"
"12:38:37", "92.878004", "7.121996", "94236.000000", "-10332.000000", "21126.000000", "-316008.000000"
"12:39:07", "92.887381", "7.112619", "75296.000000", "-5627.000000", "25792.000000", "-335021.000000"
"12:39:37", "82.039463", "17.960537", "80372.000000", "-3110.000000", "18827.000000", "-19831.000000"
"12:40:08", "77.305864", "22.694136", "57141.000000", "-2395.000000", "21046.000000", "-22709.000000"
"12:40:38", "89.820517", "10.179483", "235658.000000", "-2662.000000", "24743.000000", "-6155.000000"
"12:41:08", "87.019347", "12.980653", "238790.000000", "-3475.000000", "33051.000000", "-6072.000000"
"12:41:38", "94.279661", "5.720339", "482804.000000", "-3371.000000", "26304.000000", "-6284.000000"
"12:42:08", "71.995222", "28.004778", "265178.000000", "-84374.000000", "20428.000000", "-4249.000000"
"12:42:38", "78.805418", "21.194582", "478586.000000", "-81868.000000", "47874.000000", "-3819.000000"
"12:43:09", "86.742618", "13.257382", "795654.000000", "-81971.000000", "39970.000000", "-2202.000000"
"12:43:39", "88.468548", "11.531452", "915236.000000", "-81971.000000", "37807.000000", "-3693.000000"
"12:44:09", "98.889417", "1.110583", "740330.000000", "-1323.000000", "7038.000000", "-4157.000000"
"12:44:39", "92.189914", "7.810086", "173103.000000", "-4411.000000", "10504.000000", "-2953.000000"
